0.000000000E+00	0.000000000E+00	5.050000000E-06	0.000000000E+00	5.090000000E-06	1.000000000E+01	9.910000000E-06	1.000000000E+01	9.950000000E-06	0.000000000E+00
1.000000000E-05	0.000000000E+00	1.629344841E-05	0.000000000E+00	1.633344841E-05	1.000000000E+01	1.991000000E-05	1.000000000E+01	1.995000000E-05	0.000000000E+00
2.000000000E-05	0.000000000E+00	2.745876651E-05	0.000000000E+00	2.749876651E-05	1.000000000E+01	2.991000000E-05	1.000000000E+01	2.995000000E-05	0.000000000E+00
3.000000000E-05	0.000000000E+00	3.847273321E-05	0.000000000E+00	3.851273321E-05	1.000000000E+01	3.991000000E-05	1.000000000E+01	3.995000000E-05	0.000000000E+00
4.000000000E-05	0.000000000E+00	4.927163735E-05	0.000000000E+00	4.931163735E-05	1.000000000E+01	4.991000000E-05	1.000000000E+01	4.995000000E-05	0.000000000E+00
5.000000000E-05	0.000000000E+00	5.980000000E-05	0.000000000E+00	5.984000000E-05	1.000000000E+01	5.991000000E-05	1.000000000E+01	5.995000000E-05	0.000000000E+00
6.000000000E-05	0.000000000E+00	6.980000000E-05	0.000000000E+00	6.984000000E-05	1.000000000E+01	6.991000000E-05	1.000000000E+01	6.995000000E-05	0.000000000E+00
7.000000000E-05	0.000000000E+00	7.980000000E-05	0.000000000E+00	7.984000000E-05	1.000000000E+01	7.991000000E-05	1.000000000E+01	7.995000000E-05	0.000000000E+00
8.000000000E-05	0.000000000E+00	8.957413888E-05	0.000000000E+00	8.961413888E-05	1.000000000E+01	8.991000000E-05	1.000000000E+01	8.995000000E-05	0.000000000E+00
9.000000000E-05	0.000000000E+00	9.890257230E-05	0.000000000E+00	9.894257230E-05	1.000000000E+01	9.991000000E-05	1.000000000E+01	9.995000000E-05	0.000000000E+00
1.000000000E-04	0.000000000E+00	1.079889348E-04	0.000000000E+00	1.080289348E-04	1.000000000E+01	1.099100000E-04	1.000000000E+01	1.099500000E-04	0.000000000E+00
1.100000000E-04	0.000000000E+00	1.168906336E-04	0.000000000E+00	1.169306336E-04	1.000000000E+01	1.199100000E-04	1.000000000E+01	1.199500000E-04	0.000000000E+00
1.200000000E-04	0.000000000E+00	1.256766788E-04	0.000000000E+00	1.257166788E-04	1.000000000E+01	1.299100000E-04	1.000000000E+01	1.299500000E-04	0.000000000E+00
1.300000000E-04	0.000000000E+00	1.344233475E-04	0.000000000E+00	1.344633475E-04	1.000000000E+01	1.399100000E-04	1.000000000E+01	1.399500000E-04	0.000000000E+00
1.400000000E-04	0.000000000E+00	1.432093911E-04	0.000000000E+00	1.432493911E-04	1.000000000E+01	1.499100000E-04	1.000000000E+01	1.499500000E-04	0.000000000E+00
1.500000000E-04	0.000000000E+00	1.521110866E-04	0.000000000E+00	1.521510866E-04	1.000000000E+01	1.599100000E-04	1.000000000E+01	1.599500000E-04	0.000000000E+00
1.600000000E-04	0.000000000E+00	1.611974446E-04	0.000000000E+00	1.612374446E-04	1.000000000E+01	1.699100000E-04	1.000000000E+01	1.699500000E-04	0.000000000E+00
1.700000000E-04	0.000000000E+00	1.705258724E-04	0.000000000E+00	1.705658724E-04	1.000000000E+01	1.799100000E-04	1.000000000E+01	1.799500000E-04	0.000000000E+00
1.800000000E-04	0.000000000E+00	1.803000000E-04	0.000000000E+00	1.803400000E-04	1.000000000E+01	1.899100000E-04	1.000000000E+01	1.899500000E-04	0.000000000E+00
1.900000000E-04	0.000000000E+00	1.903000000E-04	0.000000000E+00	1.903400000E-04	1.000000000E+01	1.999100000E-04	1.000000000E+01	1.999500000E-04	0.000000000E+00
2.000000000E-04	0.000000000E+00	2.003000000E-04	0.000000000E+00	2.003400000E-04	1.000000000E+01	2.099100000E-04	1.000000000E+01	2.099500000E-04	0.000000000E+00
