0.000000000E+00	0.000000000E+00	5.000000000E-08	0.000000000E+00	9.000000000E-08	1.000000000E+01	4.910000000E-06	1.000000000E+01	4.960000000E-06	1.000000000E+01	5.000000000E-06	0.000000000E+00
1.000000000E-05	0.000000000E+00	1.005000000E-05	0.000000000E+00	1.009000000E-05	1.000000000E+01	1.615344841E-05	1.000000000E+01	1.620344841E-05	1.000000000E+01	1.624344841E-05	0.000000000E+00
2.000000000E-05	0.000000000E+00	2.005000000E-05	0.000000000E+00	2.009000000E-05	1.000000000E+01	2.731876651E-05	1.000000000E+01	2.736876651E-05	1.000000000E+01	2.740876651E-05	0.000000000E+00
3.000000000E-05	0.000000000E+00	3.005000000E-05	0.000000000E+00	3.009000000E-05	1.000000000E+01	3.833273321E-05	1.000000000E+01	3.838273321E-05	1.000000000E+01	3.842273321E-05	0.000000000E+00
4.000000000E-05	0.000000000E+00	4.005000000E-05	0.000000000E+00	4.009000000E-05	1.000000000E+01	4.913163735E-05	1.000000000E+01	4.918163735E-05	1.000000000E+01	4.922163735E-05	0.000000000E+00
5.000000000E-05	0.000000000E+00	5.005000000E-05	0.000000000E+00	5.009000000E-05	1.000000000E+01	5.966000000E-05	1.000000000E+01	5.971000000E-05	1.000000000E+01	5.975000000E-05	0.000000000E+00
6.000000000E-05	0.000000000E+00	6.005000000E-05	0.000000000E+00	6.009000000E-05	1.000000000E+01	6.966000000E-05	1.000000000E+01	6.971000000E-05	1.000000000E+01	6.975000000E-05	0.000000000E+00
7.000000000E-05	0.000000000E+00	7.005000000E-05	0.000000000E+00	7.009000000E-05	1.000000000E+01	7.966000000E-05	1.000000000E+01	7.971000000E-05	1.000000000E+01	7.975000000E-05	0.000000000E+00
8.000000000E-05	0.000000000E+00	8.005000000E-05	0.000000000E+00	8.009000000E-05	1.000000000E+01	8.943413888E-05	1.000000000E+01	8.948413888E-05	1.000000000E+01	8.952413888E-05	0.000000000E+00
9.000000000E-05	0.000000000E+00	9.005000000E-05	0.000000000E+00	9.009000000E-05	1.000000000E+01	9.876257230E-05	1.000000000E+01	9.881257230E-05	1.000000000E+01	9.885257230E-05	0.000000000E+00
1.000000000E-04	0.000000000E+00	1.000500000E-04	0.000000000E+00	1.000900000E-04	1.000000000E+01	1.078489348E-04	1.000000000E+01	1.078989348E-04	1.000000000E+01	1.079389348E-04	0.000000000E+00
1.100000000E-04	0.000000000E+00	1.100500000E-04	0.000000000E+00	1.100900000E-04	1.000000000E+01	1.167506336E-04	1.000000000E+01	1.168006336E-04	1.000000000E+01	1.168406336E-04	0.000000000E+00
1.200000000E-04	0.000000000E+00	1.200500000E-04	0.000000000E+00	1.200900000E-04	1.000000000E+01	1.255366788E-04	1.000000000E+01	1.255866788E-04	1.000000000E+01	1.256266788E-04	0.000000000E+00
1.300000000E-04	0.000000000E+00	1.300500000E-04	0.000000000E+00	1.300900000E-04	1.000000000E+01	1.342833475E-04	1.000000000E+01	1.343333475E-04	1.000000000E+01	1.343733475E-04	0.000000000E+00
1.400000000E-04	0.000000000E+00	1.400500000E-04	0.000000000E+00	1.400900000E-04	1.000000000E+01	1.430693911E-04	1.000000000E+01	1.431193911E-04	1.000000000E+01	1.431593911E-04	0.000000000E+00
1.500000000E-04	0.000000000E+00	1.500500000E-04	0.000000000E+00	1.500900000E-04	1.000000000E+01	1.519710866E-04	1.000000000E+01	1.520210866E-04	1.000000000E+01	1.520610866E-04	0.000000000E+00
1.600000000E-04	0.000000000E+00	1.600500000E-04	0.000000000E+00	1.600900000E-04	1.000000000E+01	1.610574446E-04	1.000000000E+01	1.611074446E-04	1.000000000E+01	1.611474446E-04	0.000000000E+00
1.700000000E-04	0.000000000E+00	1.700500000E-04	0.000000000E+00	1.700900000E-04	1.000000000E+01	1.703858724E-04	1.000000000E+01	1.704358724E-04	1.000000000E+01	1.704758724E-04	0.000000000E+00
1.800000000E-04	0.000000000E+00	1.800500000E-04	0.000000000E+00	1.800900000E-04	1.000000000E+01	1.801600000E-04	1.000000000E+01	1.802100000E-04	1.000000000E+01	1.802500000E-04	0.000000000E+00
1.900000000E-04	0.000000000E+00	1.900500000E-04	0.000000000E+00	1.900900000E-04	1.000000000E+01	1.901600000E-04	1.000000000E+01	1.902100000E-04	1.000000000E+01	1.902500000E-04	0.000000000E+00
2.000000000E-04	0.000000000E+00	2.000500000E-04	0.000000000E+00	2.000900000E-04	1.000000000E+01	2.001600000E-04	1.000000000E+01	2.002100000E-04	1.000000000E+01	2.002500000E-04	0.000000000E+00
2.100000000E-04	0.000000000E+00	2.100500000E-04	0.000000000E+00	2.100900000E-04	1.000000000E+01	2.106883484E-04	1.000000000E+01	2.107383484E-04	1.000000000E+01	2.107783484E-04	0.000000000E+00
2.200000000E-04	0.000000000E+00	2.200500000E-04	0.000000000E+00	2.200900000E-04	1.000000000E+01	2.214872474E-04	1.000000000E+01	2.215372474E-04	1.000000000E+01	2.215772474E-04	0.000000000E+00
2.300000000E-04	0.000000000E+00	2.300500000E-04	0.000000000E+00	2.300900000E-04	1.000000000E+01	2.325012102E-04	1.000000000E+01	2.325512102E-04	1.000000000E+01	2.325912102E-04	0.000000000E+00
2.400000000E-04	0.000000000E+00	2.400500000E-04	0.000000000E+00	2.400900000E-04	1.000000000E+01	2.436665259E-04	1.000000000E+01	2.437165259E-04	1.000000000E+01	2.437565259E-04	0.000000000E+00
2.500000000E-04	0.000000000E+00	2.500500000E-04	0.000000000E+00	2.500900000E-04	1.000000000E+01	2.549099735E-04	1.000000000E+01	2.549599735E-04	1.000000000E+01	2.549999735E-04	0.000000000E+00
2.600000000E-04	0.000000000E+00	2.600500000E-04	0.000000000E+00	2.600900000E-04	1.000000000E+01	2.661534227E-04	1.000000000E+01	2.662034227E-04	1.000000000E+01	2.662434227E-04	0.000000000E+00
2.700000000E-04	0.000000000E+00	2.700500000E-04	0.000000000E+00	2.700900000E-04	1.000000000E+01	2.773187433E-04	1.000000000E+01	2.773687433E-04	1.000000000E+01	2.774087433E-04	0.000000000E+00
2.800000000E-04	0.000000000E+00	2.800500000E-04	0.000000000E+00	2.800900000E-04	1.000000000E+01	2.883327139E-04	1.000000000E+01	2.883827139E-04	1.000000000E+01	2.884227139E-04	0.000000000E+00
2.900000000E-04	0.000000000E+00	2.900500000E-04	0.000000000E+00	2.900900000E-04	1.000000000E+01	2.991316231E-04	1.000000000E+01	2.991816231E-04	1.000000000E+01	2.992216231E-04	0.000000000E+00
3.000000000E-04	0.000000000E+00	3.000500000E-04	0.000000000E+00	3.000900000E-04	1.000000000E+01	3.096600000E-04	1.000000000E+01	3.097100000E-04	1.000000000E+01	3.097500000E-04	0.000000000E+00
3.100000000E-04	0.000000000E+00	3.100500000E-04	0.000000000E+00	3.100900000E-04	1.000000000E+01	3.196600000E-04	1.000000000E+01	3.197100000E-04	1.000000000E+01	3.197500000E-04	0.000000000E+00
3.200000000E-04	0.000000000E+00	3.200500000E-04	0.000000000E+00	3.200900000E-04	1.000000000E+01	3.296600000E-04	1.000000000E+01	3.297100000E-04	1.000000000E+01	3.297500000E-04	0.000000000E+00
3.300000000E-04	0.000000000E+00	3.300500000E-04	0.000000000E+00	3.300900000E-04	1.000000000E+01	3.394341502E-04	1.000000000E+01	3.394841502E-04	1.000000000E+01	3.395241502E-04	0.000000000E+00
